"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle complication post-greffe se manifeste par ORD + BAV + PRD (précipité rétro-descemetique) ?","Défaillance endothéliale précoce","Rejet immunitaire ou maladie du greffon","Astigmatisme postopératoire","Hypertonie oculaire","2","Le document décrit : « Rejet immunitaire ou “maladie du greffon” : ORD + BAV + PRD ».","Easy"
"Quel traitement antiviral est nécessaire chez le receveur d’une greffe pour kératite herpétique ?","Aucun traitement antiviral","Traitement antiviral court de 15 jours","Traitement antiviral de couverture au long terme","Traitement antiviral uniquement en pré-opératoire","3","Le document précise : « kératite herpétique […] traitement antiviral de couverture au long terme chez le receveur ».","Easy"
"Quelle est la principale cause de « dystrophie bulleuse » de la personne âgée justifiant une greffe ?","Opacification stromale","Perte de cellules endothéliales cornéennes","Kératocône","Brûlure chimique","2","Le document indique : « Perte de cellules endothéliales cornéennes (45% des greffes de cornée) ».","Easy"
"Quel type de greffe est indiqué dans les atteintes endothéliales pures comme la cornea guttata ?","Kératoplastie transfixiante","Kératoplastie lamellaire antérieure profonde","Kératoplastie endothéliale","Kératoplastie superficielle","3","Le document précise : « Indications : atteintes endothéliales pures : Dystrophies bulleuses, Cornea guttata ».","Easy"
"Quelle est la description histologique de la cornea guttata ?","La cornée prend un aspect de verre dépoli","L’endothélium prend la forme de métal ou fer forgé","Le stroma s’épaissit","L’épithélium se desquame","2","Le document indique : « cornea guttata (dystrophie endothéliale où l’endothélium prend la forme de métal ou fer forgé) ».","Easy"
"Quels sont les quatre facteurs de risque de rejet immunitaire cités dans le document ?","Âge > 60 ans, diabète, HTA, tabac","Vascularisation cornéenne, grand diamètre du greffon, greffes itératives, jeune âge (<12 ans)","Myopie, astigmatisme, cataracte, glaucome","Sexe masculin, antécédent de zona, allergie","2","Le document liste ces quatre facteurs.","Medium"
"Quelle est la différence fondamentale entre la kératoplastie transfixiante et la kératoplastie lamellaire antérieure profonde ?","La KT est endothéliale, la KLAP est antérieure","La KT est transfixiante (pleine épaisseur), la KLAP conserve la membrane de Descemet et l’endothélium du receveur","La KT est pour le kératocône, la KLAP pour les dystrophies endothéliales","La KT utilise du fil résorbable, la KLAP du non résorbable","2","Le document précise pour la KLAP : « laissant en place le Descemet et l’endothélium ».","Medium"
"Pourquoi les essais d’hétérogreffe ou d’utilisation de matériaux artificiels pour la cornée se sont-ils soldés par des échecs ?","Le document ne donne pas l’explication mais l’affirme","Parce que la cornée est immunogène","Parce que la transparence cornéenne nécessite des cellules vivantes","Toutes les réponses","1","Le document indique : « tous les essais d’hétérogreffe ou d’utilisation de matériaux artificiels s’étant soldés par des échecs » sans expliquer le mécanisme.","Medium"
"Quel est le pronostic à long terme de la greffe de cornée ?","Bons résultats anatomiques et fonctionnels dans 2/3 des cas","Échec dans 90% des cas","Guérison complète dans tous les cas","Résultats médiocres","1","Le document indique : « Bons résultats anatomiques et fonctionnels (2/3 des cas) ».","Medium"
"Un patient de 70 ans présente une dystrophie bulleuse chronique avec œdème cornéen. Quelle technique de greffe est la plus appropriée ?","Kératoplastie transfixiante","Kératoplastie lamellaire antérieure profonde","Kératoplastie endothéliale","Aucune greffe","3","La dystrophie bulleuse est une atteinte endothéliale pure, indication de KE.","Difficult"
"Un patient a une greffe de cornée pour kératite herpétique. Trois ans après, il présente une baisse d’acuité visuelle avec précipités rétro-descemetiques. Quel est le diagnostic et quelle est la particularité ?","Rejet immunitaire – traitement par corticothérapie","Récidive herpétique – nécessité d’antiviraux","Rejet immunitaire ou récidive – les deux sont possibles, l’herpès est un facteur de risque","Défaillance endothéliale précoce","3","L’herpès est à la fois une cause de récidive et un facteur de risque de rejet.","Difficult"
