"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le traitement du cancer de l’antre pylorique ?","Gastrectomie totale","Gastrectomie des 4/5 + anastomose gastro-jéjunale + curage","Mucosectomie","Gastro-entérostomie","2","Le document : 'Cancer antro-pylorique : Gastrectomie de 4/5 + anastomose gastro-jéjunale + curage'","Medium"
"Quel est le traitement du cancer du 1/3 supérieur ou de la linite gastrique ?","Gastrectomie des 4/5","Gastrectomie totale + anastomose oeso-jéjunale + curage + vitamine B12","Chimiothérapie seule","Endoprothèse","2","Le document : 'Cancer du 1/3 moyen et du 1/3 supérieur, linite gastrique : Gastrectomie totale + anastomose oeso-jéjunale + curage + vitaminothérapie B12'","Medium"
"Quelles sont les options pour une tumeur non résécable chez un patient opérable ?","Chimiothérapie palliative","Gastro-entérostomie de dérivation ou jéjunostomie, ou gastrectomie partielle de propreté","Soins de support uniquement","Radio-chimiothérapie exclusive","2","Le document : 'Patient opérable : Gastro-entérostomie de dérivation ou jéjunostomie ; Gastrectomie partielle de propreté'","Medium"
"Quel est le traitement d’une tumeur métastatique ?","Chirurgie d’exérèse","Chimiothérapie","Radiothérapie","Endoprothèse","2","Le document : 'Tumeur métastatique : chimiothérapie'","Medium"
"Quels sont les groupes ganglionnaires du curage D1 pour une gastrectomie totale ?","Groupes 1 à 6 + grand épiploon","Groupes 7,8,9","Groupes 10,11","Groupes 13 à 16","1","Le document : 'D1 : grand épiploon + les ganglions 1 à 6 en cas de gastrectomie totale'","Medium"
"Que comprend le curage D2 pour une gastrectomie totale ?","D1 + groupes 7,8,9 + 10,11 (splénectomie)","D1 + groupe 1","Groupes 13-16","D1 + groupes 1-6","1","Le document : 'D2 = D1 + groupes 7, 8 et 9 + 10 et 11 (splénectomie) si gastrectomie totale'","Medium"
"Quel est le résultat comparatif du curage D1 par rapport à D2 ?","D1 est meilleur","D2 est meilleur","Pas de différence","D3 est meilleur","3","Le document : 'Le résultat thérapeutique après curage D1 n’est pas meilleure que D2'","Medium"
"Quel est le traitement endoscopique palliatif en cas d’occlusion haute ?","Mucosectomie","Endoprothèse","Dilatation","Gastrostomie","2","Le document : 'Endoprothèse si occlusion haute (sténose)'","Medium"
"Quelle est la fréquence de la surveillance fibroscopique après traitement ?","Tous les ans","6 mois, 1 an, 2 ans, 5 ans","Tous les 3 mois","Une seule fois à 1 an","2","Le document : 'Fibroscopie de contrôle (6 mois, 1 an, 2 ans, 5 ans)'","Medium"
"Quelle est la survie à 5 ans en cas d’atteinte séreuse (T3) ?",">90%","40%","30%","15%","2","Le document : 'Survie à 5 ans : 40% si atteinte séreuse'","Medium"
"Quelle est la survie à 5 ans au stade N1 ?","40%","30%","15%","<5%","2","Le document : '30% au stade N1'","Medium"
"Quelle est la survie à 5 ans au stade N2 ?","30%","15%","<5%","40%","2","Le document : '15% a stade N2' (a = à)","Medium"
"Quelle est la survie à 5 ans au stade N3 ?","15%","<5%","30%","40%","2","Le document : '<5% au stade N3'","Medium"
"Quelle est la survie à 5 ans des cancers indifférenciés et de la linite gastrique ?","35%","15%","<10%",">90%","3","Le document : 'Cancers indifférenciés et linite gastrique : <10% de survie à 5 ans (mauvais pronostic)'","Medium"
"Quel syndrome paranéoplasique est décrit ?","Acanthosis negricans","Érythème noueux","Purpura","Uvéite","1","Le document : 'Syndrome paranéoplasique (phlébite, neuropathie, fièvre, acanthosis negricans)'","Medium"
"Quelle est la localisation de l’acanthosis negricans ?","Paumes et plantes","Plis (cou et creux axillaires)","Face","Muqueuse buccale","2","Le document : 'acanthosis negricans : peau noire, rugueuse, crasselée siégeant au niveau des plis (cou et creux axillaires)'","Medium"
"Quel est le signe physique d’une tumeur épigastrique ?","Dure et mobile","Dure et fixée","Molle et dépressible","Indolore","2","Le document : 'Tumeur épigastrique dure, fixée'","Medium"
"Quel est l’aspect endoscopique de la linite gastrique ?","Bourgeonnante","Ulcérée","Infiltrante, dure, friable","Superficielle","3","Le document : 'Forme (bourgeonnante, ulcérée, infiltrante, linite gastrique : dure, friable, hémorragique)'","Medium"
"Quel est le risque de cancer sur moignon de gastrectomie ?","Au bout de 5 ans","Au bout de 10 ans","Au bout d’environ 15 ans","Au bout de 20 ans","3","Le document : 'Moignon de gastrectomie (antécédent de chirurgie de l’estomac -> possible cancer au bout de ~15 ans)'","Medium"
"Quel est le traitement d’une perforation d’un cancer gastrique ?","Chimiothérapie","Chirurgie en urgence (péritonite)","Antibiothérapie","Endoprothèse","2","Le document : 'Perforation (péritonite)' dans formes évolutives, nécessite une prise en charge chirurgicale urgente","Medium"
"Quel est le traitement de la forme hémorragique ?","Gastrectomie partielle d’hémostase","Transfusion seule","Antibiothérapie","Radiothérapie","1","Le document : 'Gastrectomie partielle d’hémostase' dans les moyens chirurgicaux palliatifs","Medium"
"Quel examen permet de faire le bilan d’extension ?","Fibroscopie","Scanner thoraco-abdomino-pelvien","Transit","Échoendoscopie","2","Le document : 'Bilan d’extension (scanner thoraco-abdomino-pelvien...)'","Medium"
"Quelle est la définition de la tumeur de Krukenberg ?","Métastase ovarienne du cancer gastrique","Métastase hépatique","Métastase péritonéale","Métastase ganglionnaire","1","Le document : 'ovaire (tumeur de KRUKENBERG)'","Medium"
"Quel est le pourcentage de métastases hépatiques ?","50%","70%","90%","95%","3","Le document : 'foie (90%)'","Medium"
"Quelles sont les chaînes lymphatiques de l’extension du cancer gastrique ?","Coronaire stomachique, gastro-épiploïque droite et hépatique, gastro-épiploïque gauche et splénique","Para-aortique, iliaque, inguinale","Médiastinale, sus-claviculaire","Axillaire, cervicale","1","Le document liste ces trois chaînes","Medium"
"Quel est le signe au toucher anal dans la forme sténosante ?","Masse rectale","Clapotage à jeûn","Péritonite","Ictère","2","Le document : 'Clapotage à jeûn'","Medium"
"Quel est le traitement d’une tumeur non résécable chez un patient inopérable ?","Chirurgie de dérivation","Radio-chimiothérapie","Gastrectomie partielle","Mucosectomie","2","Le document : 'Patient inopérable -> traitement médical palliatif : Radio-chimiothérapie'","Difficult"
"Quel est le curage D3 ?","Enlever les ganglions derrière le pancréas (13,14,15,16)","D1 + groupes 7,8,9","D2 + groupe 1","Groupes 1-6","1","Le document : 'D3 : il faut enlever les autres ganglions derrière le pancréas (13,14,15,16)'","Difficult"
"Quelle est la chaîne de transformation complète de la gastrite atrophique au cancer invasif ?","Gastrite atrophique -> métaplasie intestinale -> dysplasie modérée -> dysplasie sévère -> cancer in-situ -> cancer invasif","Ulcère -> dysplasie -> cancer","Polype -> métaplasie -> cancer","Gastrite hypertrophique -> cancer","1","Le document détaille cette séquence","Difficult"
"Un patient avec un cancer de l’estomac a une survie à 5 ans de 30%. Quel est son stade N ?","N0","N1","N2","N3","2","Le document : '30% au stade N1'","Difficult"
"Un patient a une survie à 5 ans de 15%. Quel est son stade N ?","N0","N1","N2","N3","3","Le document : '15% a stade N2'","Difficult"
"Un patient a une survie à 5 ans inférieure à 5%. Quel est son stade N ?","N0","N1","N2","N3","4","Le document : '<5% au stade N3'","Difficult"
"Quel est l’intérêt de la réunion de concertation pluridisciplinaire (RCP) ?","Décider du traitement personnalisé","Obligation légale","Pour le pronostic","Pour la recherche","1","Le document : 'Présentation du patient en Réunion de Concertation Pluridisciplinaire (RCP)' avant le traitement, impliquant une décision collégiale","Medium"
"Quel est le pronostic des cancers superficiels par rapport aux cancers invasifs ?","Identique","Meilleur (90% vs 15%)","Moins bon","Sans objet","2","Le document : 'Tumeurs superficielles : bon pronostic (90% à 5 ans)' vs 15% global","Easy"
"Quel est l’intérêt de la chirurgie d’exérèse ?","Seul traitement curatif","Traitement palliatif","Traitement préventif","Traitement symptomatique","1","Le document : 'Chirurgie d’exérèse : seul traitement potentiellement curatif'","Easy"
"Quel est le rôle de l’Helicobacter pylori ?","Facteur protecteur","Facteur de risque (gastrite atrophique)","Sans importance","Traitement","2","Le document : 'Importance d’Helicobacter pylori, ulcères gastriques' et facteur de gastrite atrophique","Medium"
