"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la dose d'ibuprofène par voie orale chez l'enfant ?","15 mg/kg/24h","30 mg/kg/24h","45 mg/kg/24h","60 mg/kg/24h","2","Le document : 'Ibuprofène 30mg/kg/24h en 4 prises PO'.","Easy"
"Quel est le seuil de température définissant une fièvre modérée ?","37°9 - 38°5","38°5 - 39°5","39°5 - 40°5","> 40°5","1","Le document : 'Fièvre modérée : 37°9- 38°5'.","Easy"
"Quel est le premier moyen physique recommandé pour faire baisser la fièvre ?","Bain tiède","Déshabillage","Ventilateur","Boissons fraîches","2","Le document : 'Moyens physiques : Déshabillage : perte de chaleur par convection'.","Medium"
"Quel est l'effet bénéfique de la fièvre sur les microbes ?","Elle les détruit directement","Elle altère leur croissance et virulence","Elle les inactive totalement","Elle les élimine par les urines","2","Le document : 'L'élévation de la température altère la croissance et virulence des bactéries'.","Medium"
"Quel est le risque du bain tiède pour faire baisser la fièvre ?","Hyperthermie","Vasoconstriction et frissons","Déshydratation","Convulsions","2","Le document : 'Risque de vasoconstriction- Frissons à la sortie du bain'.","Medium"
"Quelle est la dose de paracétamol en suppositoire en cas de vomissements ?","15 mg/kg/24h","20 mg/kg/24h","30 mg/kg/24h","60 mg/kg/24h","2","Le document : 'Suppo 20mg/kg/24h si vomissements' pour paracétamol.","Medium"
"Quelle est la dose d'acide acétylsalicylique par voie orale ?","30 mg/kg/24h","60 mg/kg/24h","90 mg/kg/24h","120 mg/kg/24h","2","Le document : 'Acide acétylsalicylique : 60mg/kg/24h en 4 à 6 prises PO'.","Medium"
"Quel signe clinique doit faire hospitaliser un nourrisson de moins de 3 mois ?","Fièvre modérée isolée","Purpura","Toux","Rhinorrhée","2","Le document : 'Présence d'un signe = Hospitalisation : Purpura'.","Medium"
"Quel examen est indiqué pour rechercher une infection urinaire ?","NFS","BU +/- ECBU","CRP","Hémoculture","2","Le document : 'BU +/- ECBU'.","Medium"
"Quelle est la cause bactérienne fréquente de fièvre chez l'enfant ?","Rhinopharyngite","Otite","Gastro-entérite","Fièvre éruptive","2","Le document cite 'Otite' parmi les causes bactériennes.","Medium"
"Quel vaccin est le plus souvent responsable de fièvre post-vaccinale ?","BCG","Vaccin anticoquelucheux","Vaccin contre la rougeole","Vaccin contre l'hépatite B","2","Le document : 'fièvre post vaccinal : DTCOP polio S6 S10 S14, c'est le vaccin anticoquelucheux qui est à l'origine de la fièvre'.","Medium"
"Quel est le traitement de la fièvre en cas d'hyperthermie sévère mal tolérée ?","Antipyrétiques oraux seuls","Antipyrétiques IV (paracétamol ou acide acétylsalicylique)","Corticothérapie","Antibiotiques seuls","2","Le document : 'Si hyperthermie sévère et/ou mal tolérée : IV : Paracétamol in : 15mg/kg/4-6h, Acide acétylsalicylique : 2mg/kg/8h'.","Medium"
"Quelle est la conduite recommandée devant une fièvre bien tolérée ?","Baisser immédiatement par tout moyen","Ne pas se précipiter à baisser, bien examiner, car l'élévation de la température pourra inhiber les microbes","Hospitaliser systématiquement","Donner des antibiotiques","2","Le document : 'ne pas se précipiter à baisser, bien examiner. Si bien tolérée, l'élévation de la température pourra inhiber les microbes'.","Difficult"
"Quel est le risque de l'hyperthermie majeure (T° > 40°5) ?","Collapsus et défaillance multiviscérale","Convulsions isolées","Déshydratation légère","Céphalées","1","Le document : 'Hyperthermie majeure : Collapsus, Défaillance multiviscérale, Troubles végétatifs'.","Difficult"
